id,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,inq_last_12m,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
111538175,CA,75000,2 years,Architect,RENT,188.2,5500,debt_consolidation, 36 months,14.08%,3159,8,2188,174,38,1,1,0,14,8,15,10,10,3,23,0,0,28,72658,Fully Paid
55231058,TN,28500,,,RENT,349.65,10000,major_purchase, 36 months,15.61%,2958,,,71,68,16,7,0,23,2,19,2,0,2,17,50,0,23,50286,Charged Off
31687814,CA,130210,10+ years,Claim Team Manager,MORTGAGE,551.96,25000,moving, 60 months,11.67%,50963,,,157,195,41,2,4,31,3,10,3,0,1,8,0,0,20,44025,Fully Paid
44786072,CA,78000,10+ years,Operations Supervisor,MORTGAGE,229.23,10000,debt_consolidation, 60 months,13.33%,61703,,,90,285,8,2,3,21,9,9,4,0,4,8,50,0,27,14231,Fully Paid
125720673,MO,47500,10+ years,Drafting Teacher,OWN,292.25,8800,credit_card, 36 months,11.99%,2857,7,2759,173,142,9,6,3,,8,13,9,0,3,13,60,1,30,37135,Fully Paid
14177819,GA,46500,3 years,gymnastics coach,RENT,200.43,7650,small_business, 60 months,19.47%,4129,,,176,145,24,11,1,,6,18,6,0,1,18,0,0,27,74314,Charged Off
126380473,GA,98000,8 years,Exec,MORTGAGE,1070.93,30000,medical, 36 months,17.09%,21358,3,4091,138,158,1,1,2,47,5,26,16,0,4,20,0,0,50,238036,Fully Paid
62674447,NY,50000,1 year,Paraprofessional ,RENT,232.64,10000,debt_consolidation, 60 months,13.99%,3098,,,36,107,14,3,0,,5,7,7,0,2,13,75,0,15,40272,Charged Off
109650267,MI,37000,3 years,Legal Secretary,MORTGAGE,87.92,2500,credit_card, 36 months,16.02%,665,8,627,57,71,8,3,2,,2,4,5,0,3,5,0,0,11,3325,Fully Paid
132873947,MI,42000,4 years,CNC operator,OWN,492.65,14400,debt_consolidation, 36 months,14.07%,6782,9,1143,96,139,6,5,0,,9,2,5,0,4,7,0,1,13,47476,Charged Off
10608683,CA,120000,2 years,Vice-President Store Operations,RENT,1145.69,35000,credit_card, 36 months,10.99%,1224,,,107,213,24,24,0,,14,1,19,0,0,19,8.3,0,30,19589,Charged Off
132922896,CA,90000,10+ years,Marketing Director,OWN,250.55,8000,debt_consolidation, 36 months,7.96%,39400,3,5207,57,136,1,1,2,,10,4,5,0,5,9,0,1,22,18240,Charged Off
27620715,WV,37500,,,MORTGAGE,367.74,12000,debt_consolidation, 36 months,6.49%,10860,,,72,384,5,5,1,,14,1,10,0,3,11,28.6,0,26,8432,Fully Paid
68358374,RI,150433,10+ years,System/Software Architect ,MORTGAGE,689.37,30000,debt_consolidation, 60 months,13.44%,9085,1,5072,128,162,2,2,1,66,7,4,5,0,4,7,33.3,0,20,63597,Fully Paid
45794464,CA,88686.81,10+ years,Business Consultant,OWN,942.59,30000,debt_consolidation, 36 months,8.18%,8784,,,129,219,26,12,1,51,1,8,3,0,1,5,100,0,14,43921,Fully Paid
74705704,OR,35197,10+ years,Applicator,OWN,211.81,6000,other, 36 months,16.29%,4066,0,6751,116,384,1,1,0,,5,3,7,0,4,9,80,0,13,36594,Fully Paid
33311866,CA,160000,1 year,Regional Director of Operations,MORTGAGE,711.67,32000,debt_consolidation, 60 months,11.99%,25800,,,166,363,11,4,4,,19,18,17,0,2,22,41.7,0,55,239693,Fully Paid
128557145,NM,40000,< 1 year,Community Manager,RENT,311.36,14000,debt_consolidation, 60 months,11.99%,5387,0,6469,70,75,9,9,0,,3,3,5,0,1,7,33.3,0,9,37706,Charged Off
130792781,VA,70000,10+ years,Budget Analyst,OWN,869.74,25600,debt_consolidation, 36 months,13.58%,19225,1,4984,62,140,36,26,0,30,1,7,5,0,0,9,100,0,12,153796,Charged Off
84999205,NJ,77000,1 year,Computer Programmer,RENT,160.15,5000,credit_card, 36 months,9.49%,6113,3,2102,116,115,43,5,0,,3,15,5,0,1,16,100,0,21,97803,Fully Paid
94433435,NY,40500,,,OWN,70.31,2000,debt_consolidation, 36 months,15.99%,1262,6,4227,362,126,2,2,0,,5,9,16,0,3,17,40,0,26,21450,Charged Off
157319204,AL,81900,4 years,Project Manager,MORTGAGE,216.14,6000,credit_card, 36 months,17.74%,16728,4,3077,108,63,6,4,1,23,2,15,3,0,2,16,50,0,19,76544,Fully Paid
77497158,MN,44000,10+ years,Associate Clinic Research Coordinator,MORTGAGE,125.15,4000,other, 36 months,7.89%,4524,2,2454,127,320,17,7,1,2,10,34,15,2,1,44,14.3,0,59,103480,Fully Paid
158897230,FL,20000,< 1 year,Customer Service Rep,RENT,40.11,1000,other, 36 months,25.65%,7623,1,0,22,41,24,9,0,,1,3,1,0,2,3,,0,5,22868,Fully Paid
95036906,NJ,75000,9 years,Associate Producers 2,MORTGAGE,329.44,15000,debt_consolidation, 60 months,11.44%,14318,0,7207,130,331,11,11,2,5,13,3,11,2,2,13,0,0,25,32481,Fully Paid
137159997,FL,50000,10+ years,Teacher,MORTGAGE,484.58,15000,credit_card, 36 months,10.08%,14994,1,3007,101,120,6,6,3,,4,1,12,0,2,13,25,0,16,23312,Fully Paid
106926675,MD,300000,7 years,CEO,RENT,943.42,30000,small_business, 36 months,8.24%,10161,0,5548,120,271,35,32,0,66,13,5,9,0,0,12,20,0,21,81288,Fully Paid
93051468,CA,55000,7 years,Community Consultant,RENT,237.52,7000,debt_consolidation, 36 months,13.49%,818,2,2882,80,99,3,3,0,10,4,2,10,0,3,10,33.3,0,15,8180,Charged Off
96256236,UT,78114,10+ years,Budget Officer,RENT,762.87,21400,debt_consolidation, 36 months,16.99%,3046,3,3353,135,188,7,7,1,30,16,11,17,0,6,20,90,1,40,60936,Charged Off
55098150,MN,65000,8 years,CSO,RENT,320.19,9600,moving, 36 months,12.29%,4701,,,138,173,17,13,3,49,2,15,5,0,0,11,0,0,25,51709,Fully Paid
107653796,VA,60000,1 year,HR Specialist,RENT,150.95,4800,credit_card, 36 months,8.24%,3170,2,2467,141,123,5,5,0,30,6,11,11,0,4,19,33.3,0,26,60222,Fully Paid
57833977,VA,93800,7 years,Analyst,RENT,880.61,35000,credit_card, 60 months,17.57%,8399,,,215,168,20,3,0,,7,13,7,0,1,17,100,0,22,142776,Charged Off
83847438,CA,245000,3 years,Sales Director,MORTGAGE,225.87,7500,debt_consolidation, 36 months,5.32%,62166,4,8950,167,218,12,1,5,31,6,21,7,0,6,15,25,0,37,123765,Fully Paid
87986542,FL,65000,2 years,Sales Engineer,MORTGAGE,134.38,4000,debt_consolidation, 36 months,12.79%,30592,1,2063,145,165,1,1,9,40,10,8,4,0,2,8,0,0,35,27533,Fully Paid
7924956,UT,48000,10+ years,team leader,MORTGAGE,529.27,21250,credit_card, 60 months,17.10%,16005,,,135,238,11,11,3,5,9,6,9,0,1,11,20,0,25,29868,Charged Off
53262397,TX,42000,8 years,Team lead,MORTGAGE,593.83,18000,debt_consolidation, 36 months,11.53%,16727,,,97,145,8,7,3,,13,3,6,0,4,8,33.3,1,28,39966,Fully Paid
142010814,CA,55000,10+ years,sales,MORTGAGE,472.82,16000,debt_consolidation, 60 months,25.34%,1421,5,931,231,146,1,1,0,72,11,25,10,0,4,12,60,0,49,17053,Fully Paid
71796053,NJ,150000,10+ years,RN,MORTGAGE,931.68,30000,debt_consolidation, 36 months,7.39%,9385,2,5824,150,336,5,5,9,13,21,10,26,0,4,31,30,0,65,83772,Fully Paid
60206064,CA,60000,10+ years,electrician,MORTGAGE,506.34,21000,credit_card, 60 months,15.61%,18152,,,120,141,14,14,2,64,6,5,10,0,0,13,100,0,25,76013,Charged Off
43265455,CA,76000,10+ years,Attendance Counselor,MORTGAGE,471.17,18225,debt_consolidation, 60 months,18.84%,26245,,,247,130,13,2,4,,6,13,10,0,3,15,100,0,29,99622,Fully Paid
71429418,GA,38892,,,OWN,172.08,5500,credit_card, 36 months,7.89%,573,0,3337,,471,5,5,0,23,4,0,14,0,2,14,25,0,21,6300,Fully Paid
6576091,WA,72000,10+ years,The Boeing Company,RENT,363.82,15000,debt_consolidation, 60 months,15.88%,1192,,,91,258,1,1,0,,7,5,12,0,2,14,40,1,19,15490,Fully Paid
75870388,PA,66127,10+ years,Department Administrator,MORTGAGE,99.63,3000,debt_consolidation, 36 months,11.99%,27436,2,0,191,130,18,10,1,16,0,10,2,0,1,6,,0,14,43965,Fully Paid
43914868,NY,98000,10+ years,Bus operator,RENT,430.72,14975,debt_consolidation, 60 months,23.99%,1441,,,136,278,4,4,3,,40,3,9,5,5,10,33.3,1,63,14411,Fully Paid
67396663,SC,38388,5 years,Financial Secretary,MORTGAGE,312.01,9500,debt_consolidation, 36 months,11.22%,7698,1,0,120,187,16,4,3,68,1,19,3,0,1,13,,0,29,48590,Fully Paid
114659450,KY,62730,10+ years,Financial Administrator 2,MORTGAGE,384.06,12000,credit_card, 36 months,9.44%,20878,3,19370,97,409,2,2,3,17,9,3,9,0,2,11,60,0,22,40813,Fully Paid
117926255,IL,36500,3 years,Medical Assistant,RENT,375.88,12000,debt_consolidation, 36 months,7.97%,3435,2,3532,155,158,10,10,0,72,10,10,11,0,1,13,0,0,27,44654,Fully Paid
90241307,CA,61000,< 1 year,Analyst/Offier,RENT,542.4,18300,debt_consolidation, 60 months,25.49%,2268,2,2252,141,259,3,3,0,,8,5,8,0,2,10,85.7,0,16,22677,Charged Off
89066350,FL,60000,10+ years,Paralegal,MORTGAGE,205.04,6000,debt_consolidation, 36 months,13.99%,2652,4,3499,125,154,1,1,4,70,6,4,8,0,3,9,0,1,21,23866,Fully Paid
106236213,MN,50000,10+ years,Custodian,RENT,263.78,8000,other, 36 months,11.49%,3454,0,2781,257,89,21,12,0,,3,8,6,0,1,8,0,1,20,27631,Charged Off
125463199,FL,25000,5 years,Mst,RENT,46.4,1200,debt_consolidation, 36 months,22.91%,1177,2,1717,74,32,4,4,0,22,3,2,4,1,3,6,0,0,8,7060,Fully Paid
9445216,UT,75000,10+ years,Estimator,MORTGAGE,290.23,8000,debt_consolidation, 36 months,18.25%,3172,,,30,80,11,11,0,,5,6,8,0,3,14,66.7,0,20,44408,Fully Paid
8945646,NY,70000,3 years,Teacher,RENT,336.9,10000,credit_card, 36 months,12.99%,2314,,,137,381,6,6,0,1,18,19,8,0,1,18,37.5,0,38,41650,Fully Paid
90235531,CA,108000,10+ years,Project Manager,MORTGAGE,282.19,8400,debt_consolidation, 36 months,12.79%,35296,1,6400,150,271,9,9,3,32,9,5,9,0,3,12,80,0,24,32773,Fully Paid
100460274,OK,80000,< 1 year,Senior Consultant,RENT,519.91,15000,debt_consolidation, 36 months,14.99%,3450,1,0,107,132,61,17,0,7,4,8,2,1,0,4,,0,15,13798,Charged Off
14589255,AZ,51830,9 years,Store Manager,MORTGAGE,137.96,4000,home_improvement, 36 months,14.64%,42365,,,128,185,19,4,8,,4,4,2,0,1,4,0,0,17,4809,Fully Paid
56131887,CO,20000,10+ years,Assistant Manager,RENT,174.83,5000,other, 36 months,15.61%,2466,,,124,133,7,7,0,44,2,23,2,0,1,18,100,0,27,44396,Fully Paid
88796829,NY,99900,7 years,SALES,RENT,297.27,8000,debt_consolidation, 36 months,19.99%,8904,6,4457,143,117,3,3,0,,4,9,3,0,3,4,100,0,14,35614,Charged Off
104072160,NJ,42000,10+ years,warehouse,RENT,327.96,12000,other, 60 months,21.49%,2191,2,5725,79,213,12,9,0,,8,5,12,0,2,15,37.5,0,19,32877,Charged Off
61449404,NV,50000,,,OWN,230.94,7000,debt_consolidation, 36 months,11.53%,10163,,,144,147,17,3,3,33,6,6,3,0,1,4,33.3,0,15,40651,Fully Paid
88864069,FL,110000,10+ years,MANAGER,MORTGAGE,860.41,25000,debt_consolidation, 36 months,14.49%,4040,2,4690,152,165,5,4,1,,6,9,11,0,4,14,60,0,25,52518,Charged Off
63469614,NY,84000,1 year,Registered Nurse,OWN,625.09,24000,home_improvement, 60 months,19.19%,3296,,,74,23,18,18,0,,1,19,1,0,0,9,0,0,21,29667,Fully Paid
79260782,GA,62813,10+ years,Manager,MORTGAGE,756.4,24000,debt_consolidation, 36 months,8.39%,25288,0,3412,125,136,71,4,3,14,3,6,2,0,1,5,100,0,12,24870,Charged Off
90328120,OH,55000,10+ years,Inside Sales,MORTGAGE,286.64,8200,debt_consolidation, 36 months,15.59%,13964,7,6955,157,126,3,3,2,,8,13,7,0,4,9,50,0,27,40408,Fully Paid
77336503,NJ,70000,10+ years,Clerk,MORTGAGE,481.84,16000,credit_card, 36 months,5.32%,23770,0,4999,123,123,26,26,4,3,10,4,6,0,0,9,0,0,21,19943,Fully Paid
107015224,IN,125000,2 years,manager,RENT,988.43,30000,debt_consolidation, 36 months,11.44%,10670,0,571,74,82,15,9,0,,5,17,4,0,2,8,0,0,31,85357,Fully Paid
13917644,NJ,30000,3 years,Medical Assistant,RENT,303.25,9550,debt_consolidation, 36 months,8.90%,2608,,,59,41,18,18,0,,3,12,3,0,0,9,50,0,18,23472,Fully Paid
103368052,NY,133000,10+ years,Manager of Operations,OWN,377.37,12000,home_improvement, 36 months,8.24%,24320,6,1833,186,135,26,6,2,13,8,36,11,0,1,15,0,0,56,54634,Fully Paid
79895414,CA,147000,2 years,Manager,RENT,748.39,26375,debt_consolidation, 60 months,23.32%,4710,3,5254,177,128,2,2,0,70,12,10,14,0,3,19,0,0,33,89492,Fully Paid
988075,IL,30000,< 1 year,Nordstrom,MORTGAGE,466.67,15000,small_business, 36 months,7.51%,,,,,,,,,,,,,,,7,,0,8,,Fully Paid
70918162,CA,48000,1 year,Financial Advisor,RENT,238.13,7000,debt_consolidation, 36 months,13.67%,3704,2,2998,91,126,4,4,0,,1,4,4,0,4,7,100,0,11,22224,Fully Paid
13777760,MD,60000,8 years,Operator,RENT,67.39,1875,small_business, 36 months,17.57%,7715,,,100,62,16,8,0,24,1,2,1,0,1,2,,0,5,15430,Fully Paid
74526824,PA,36000,10+ years,laborer,MORTGAGE,44.31,1200,credit_card, 36 months,19.53%,13393,1,9467,137,39,3,3,2,,2,5,7,0,4,11,100,0,14,32036,Fully Paid
5094678,NY,82000,7 years,Consolidated Edison Of New York,RENT,158.77,5000,debt_consolidation, 36 months,8.90%,48584,,,,89,11,9,1,,9,0,10,0,2,11,0,1,14,6254,Fully Paid
120108082,WA,34000,4 years,Administrative Manager,RENT,386.63,10000,debt_consolidation, 36 months,22.91%,6126,8,1868,172,70,6,6,0,40,5,28,9,0,5,10,20,0,39,61258,Charged Off
129865284,WA,80000,10+ years,Financial Center Manager II,RENT,1091.36,30000,debt_consolidation, 36 months,18.45%,5416,2,15517,133,130,14,14,2,,11,15,15,0,0,17,16.7,0,39,81237,Charged Off
24836087,NC,130000,10+ years,Software Developer,MORTGAGE,321.06,14000,credit_card, 60 months,13.35%,2093,,,111,121,15,15,3,51,5,1,5,0,0,5,100,0,12,10463,Fully Paid
109909916,TN,86600,3 years,Senior Systems Engineer,MORTGAGE,562.68,16000,debt_consolidation, 36 months,16.02%,22644,4,4935,146,52,26,4,3,40,1,19,3,0,3,15,100,0,26,93926,Fully Paid
19225848,TX,75000,< 1 year,Truck Driver,RENT,888.53,24925,debt_consolidation, 36 months,16.99%,5153,,,14,100,9,6,0,52,6,2,6,0,3,9,0,1,14,46381,Charged Off
996412,NY,130000,1 year,Senator Investment Group,RENT,614.08,20000,debt_consolidation, 36 months,6.62%,,,,,,,,,,,,,,,10,,0,29,,Fully Paid
125888101,CA,24000,5 years,Sales manager,RENT,273.74,8000,debt_consolidation, 36 months,14.08%,2484,1,5082,43,96,53,14,0,,5,2,2,0,0,3,100,0,10,7453,Charged Off
84949349,NC,110000,9 years,Service Manager,MORTGAGE,989.14,30000,debt_consolidation, 36 months,11.49%,15114,1,5140,142,113,7,7,3,75,9,6,11,0,2,14,0,0,25,35020,Fully Paid
74553694,TX,65000,10+ years,Senior Coordinator,MORTGAGE,1147.27,32500,credit_card, 36 months,16.29%,19474,1,7163,222,188,10,4,4,,11,9,8,0,3,11,57.1,0,26,31585,Fully Paid
49197332,MA,78000,10+ years,Manager,MORTGAGE,434.75,20000,debt_consolidation, 60 months,10.99%,38336,,,149,181,105,7,5,47,2,7,3,0,1,8,50,0,15,54433,Fully Paid
104145162,CA,47000,2 years,Administrative Specialist,RENT,366.51,10000,debt_consolidation, 36 months,18.99%,986,1,583,114,216,21,10,1,73,1,9,5,0,1,7,0,1,17,6901,Charged Off
19197141,NY,25000,1 year,Individual Representative,OWN,92.3,2500,small_business, 36 months,19.52%,339,,,141,106,19,19,0,12,3,5,6,0,0,6,66.7,0,11,2032,Charged Off
29383889,PA,70000,10+ years,registered nurse,OWN,618.64,20000,credit_card, 36 months,7.12%,4713,,,139,143,3,3,3,56,11,13,18,0,4,26,28.6,0,41,32780,Fully Paid
70171088,TN,85000,1 year,Paramedic/ Admin,MORTGAGE,344.25,11000,credit_card, 36 months,7.91%,17432,4,18812,79,362,3,3,1,1,15,6,23,0,1,25,28.6,0,56,94448,Fully Paid
61358740,NY,120000,2 years,Chief Market and Planning Analyst,RENT,549.56,18000,credit_card, 36 months,6.24%,14726,,,250,242,73,49,2,13,9,17,5,2,0,16,20,0,30,235615,Fully Paid
141692525,OH,40000,2 years,Accounting service ,MORTGAGE,242.2,11000,debt_consolidation, 60 months,11.55%,4894,2,4259,65,62,1,1,1,,9,2,10,0,2,12,37.5,0,16,10883,Fully Paid
92688412,MS,26500,,,MORTGAGE,374.89,9275,debt_consolidation, 36 months,26.24%,17991,1,5571,123,143,60,11,2,,2,3,3,0,1,5,100,0,9,14414,Fully Paid
820459,NY,80000,10+ years,newsday,RENT,419.64,12000,other, 36 months,15.62%,,,,,,,,,50,,,,,,5,,0,45,,Fully Paid
62245772,WA,50000,10+ years,night ops supervisor,MORTGAGE,395.48,17000,debt_consolidation, 60 months,13.99%,43608,,,129,230,11,5,5,45,7,2,4,0,2,5,66.7,0,16,11072,Charged Off
78588856,CT,75000,10+ years,Captain,RENT,295.73,13000,debt_consolidation, 60 months,12.99%,3918,1,5859,160,256,12,11,1,,7,13,5,0,1,6,100,1,24,23511,Fully Paid
49209165,AR,350000,10+ years,Physician,MORTGAGE,1129.19,35000,credit_card, 36 months,9.99%,35426,,,153,359,0,0,3,11,11,15,14,0,7,18,11.1,0,35,99551,Fully Paid
60566667,MI,50000,4 years,RN,MORTGAGE,425.16,12000,debt_consolidation, 36 months,16.55%,9199,,,158,138,8,6,0,,6,27,10,0,3,15,66.7,0,49,128786,Charged Off
9008458,TX,65000,4 years,HR Manager,RENT,373.94,12000,credit_card, 36 months,7.62%,4892,,,161,123,28,20,0,29,8,6,6,0,0,8,0,0,19,34241,Fully Paid
8565153,CA,42000,10+ years,Application Admin ,RENT,103.76,3050,credit_card, 36 months,13.67%,1146,,,130,200,18,18,0,18,19,3,6,0,0,7,100,0,40,8024,Fully Paid
69992393,TX,111489,10+ years,Medical Technogist ll,MORTGAGE,587.43,18000,debt_consolidation, 36 months,10.78%,8898,0,7158,159,300,28,2,3,40,6,14,7,0,2,13,100,0,37,61893,Fully Paid
128929510,MI,30000,2 years,Front Desk,MORTGAGE,273.74,8000,credit_card, 36 months,14.08%,4608,6,6202,111,105,2,2,1,39,4,27,4,0,4,27,33.3,0,37,70850,Fully Paid
40836809,GA,51112,3 years,over road driver,RENT,601.44,21925,credit_card, 60 months,21.67%,2135,,,91,59,2,2,0,,8,3,11,0,4,12,25,0,15,25614,Charged Off
36805558,MA,47000,10+ years,supervisor,RENT,529.77,20000,credit_card, 60 months,19.99%,3424,,,239,130,2,2,0,,7,7,8,0,4,10,60,0,21,34239,Charged Off
96651745,IL,86000,5 years,Associate Dean of Students,RENT,519.91,15000,credit_card, 36 months,14.99%,4696,3,3364,232,154,2,2,0,33,6,19,6,0,3,8,33.3,0,30,37570,Fully Paid
113874535,LA,60000,10+ years,slot attendant,MORTGAGE,324.65,10000,credit_card, 36 months,10.42%,16759,4,3665,65,116,19,8,1,,5,8,7,0,3,11,0,0,17,40626,Fully Paid
40560496,NJ,49000,,,MORTGAGE,329.61,9925,credit_card, 36 months,11.99%,23516,,,196,373,94,4,7,29,6,6,4,0,1,5,0,0,23,3467,Fully Paid
83942726,CA,25000,< 1 year,Appointment clerk,RENT,314.6,9000,debt_consolidation, 36 months,15.59%,2039,5,2914,129,230,2,2,0,,20,7,13,0,7,14,33.3,1,55,26510,Fully Paid
51876258,TN,66000,< 1 year,PSA Clerk,RENT,565.56,18000,credit_card, 36 months,8.18%,3964,,,160,210,29,28,2,6,9,4,7,1,0,8,80,0,19,31713,Fully Paid
130557850,NY,42884,10+ years,CNA,RENT,277.48,8000,debt_consolidation, 36 months,15.04%,1918,0,2552,158,226,1,1,0,25,8,6,10,0,4,13,33.3,0,31,23018,Fully Paid
134659371,PA,16800,,,OWN,45.77,1500,house, 36 months,6.19%,624,1,1622,193,278,3,3,1,,2,3,4,0,2,5,0,0,15,2495,Fully Paid
136926154,WA,80000,10+ years,IT Asset Management Specialist,MORTGAGE,347.26,14000,debt_consolidation, 60 months,16.91%,25131,5,3568,160,140,21,13,4,,9,10,11,0,0,16,20,0,31,84890,Charged Off
43801226,CT,24000,,,OWN,164.96,5000,debt_consolidation, 36 months,11.53%,931,,,127,319,3,3,1,78,14,3,9,0,8,14,100,1,41,11172,Fully Paid
68262816,AZ,30000,< 1 year,civil Engineer,MORTGAGE,341.73,10000,other, 36 months,13.99%,15467,6,1942,71,92,2,2,1,48,6,3,6,0,3,8,25,0,13,28841,Fully Paid
102676104,TX,49000,7 years,bus driver,OWN,643.84,22050,debt_consolidation, 60 months,24.74%,1623,7,4413,116,531,2,2,0,24,13,7,23,0,7,28,10,1,42,40586,Charged Off
56672398,MD,52000,2 years,Director of Social Service,RENT,500.3,15000,debt_consolidation, 36 months,12.29%,4237,,,127,125,3,3,0,,9,29,18,0,3,34,28.6,0,56,131360,Fully Paid
96261107,NC,100000,< 1 year,Sales,OWN,324.17,10500,debt_consolidation, 36 months,6.99%,13996,3,7088,157,424,4,3,3,10,11,9,6,1,3,10,0,0,27,19961,Fully Paid
8264771,CA,80000,10+ years,Senior Printing Technician,MORTGAGE,483.94,15000,debt_consolidation, 36 months,9.99%,57986,,,108,187,55,8,5,50,6,9,2,0,1,6,100,0,24,40061,Fully Paid
83315077,LA,80000,< 1 year,Plant Accountant,RENT,588.15,21125,credit_card, 60 months,22.39%,7599,2,1573,165,143,5,5,0,40,4,41,8,0,3,31,33.3,0,52,220363,Charged Off
32380230,FL,138000,10+ years,County Court Judge Miami-Dade County,MORTGAGE,893.35,35000,credit_card, 60 months,18.24%,46607,,,139,377,10,7,4,63,4,10,6,0,3,12,50,0,29,110034,Fully Paid
97489011,OH,74000,10+ years,IT Analyst ,MORTGAGE,805.66,24000,credit_card, 36 months,12.74%,15563,7,10383,117,160,8,8,4,48,6,14,6,0,2,9,50,0,31,49503,Fully Paid
78903166,TX,61000,6 years,General Manager,RENT,313.16,9600,debt_consolidation, 36 months,10.75%,6538,4,8684,103,200,7,7,1,29,5,4,6,0,4,7,50,0,16,45765,Fully Paid
119384161,CO,70000,10+ years,Teacher,MORTGAGE,166.52,4800,car, 36 months,15.05%,53549,3,28561,64,195,74,5,6,,6,3,2,0,1,5,100,0,21,56870,Fully Paid
100065654,DE,91000,10+ years,Supt,MORTGAGE,356.78,15000,debt_consolidation, 60 months,14.99%,938,3,2755,3,202,2,2,0,7,13,1,15,1,4,17,0,0,18,15948,Fully Paid
128400383,FL,74908,5 years,SUPPLY TECH & LOGISTICS ,MORTGAGE,486.58,20000,other, 60 months,16.02%,18604,6,12319,171,147,7,7,5,,7,7,12,0,4,15,42.9,0,26,66757,Fully Paid
28873630,AZ,36000,9 years,Server,RENT,245.51,7500,debt_consolidation, 36 months,10.99%,2274,,,132,137,2,2,0,57,12,5,10,0,1,12,60,1,26,25011,Charged Off
126681030,GA,25000,1 year,pm teck,MORTGAGE,93.89,3025,house, 36 months,7.35%,13017,0,3450,125,138,6,6,2,39,4,8,7,0,1,8,0,0,19,5583,Fully Paid
138429924,MT,59000,10+ years,Counselor,MORTGAGE,189.3,6000,debt_consolidation, 36 months,8.46%,37283,0,5214,49,267,16,12,3,,4,2,5,0,1,6,0,0,14,13317,Fully Paid
128973426,CO,24960,< 1 year,Guest Service Agent,RENT,324.65,10000,credit_card, 36 months,10.42%,3717,0,2530,64,51,7,7,0,,5,2,7,0,1,9,0,0,11,33453,Charged Off
24736875,IN,110000,10+ years,maintenance technician,MORTGAGE,646.76,20000,debt_consolidation, 36 months,10.15%,17253,,,167,167,14,13,4,2,7,19,6,0,0,12,0,0,37,70441,Fully Paid
31187412,MI,54000,10+ years,sous chef,MORTGAGE,330.57,10000,debt_consolidation, 36 months,11.67%,1185,,,141,292,6,6,4,42,14,6,10,0,2,12,25,1,37,13030,Fully Paid
55260820,TX,90000,10+ years,Soldier,RENT,437.06,12500,debt_consolidation, 36 months,15.61%,6358,,,175,439,9,4,0,4,6,20,4,0,6,10,0,1,36,63584,Charged Off
99947029,CA,30000,10+ years,Owner,MORTGAGE,369.1,10500,small_business, 36 months,15.99%,3372,1,19236,,427,2,2,1,62,5,0,8,0,1,8,66.7,0,13,26978,Fully Paid
5628352,CA,48068.8,7 years,Sacramento County,MORTGAGE,314.93,9600,credit_card, 36 months,11.14%,31730,,,254,214,19,6,2,13,11,2,6,0,1,8,50,0,26,8868,Fully Paid
26839964,NY,120633,10+ years,nurse practitioner,MORTGAGE,175.34,5500,medical, 36 months,9.17%,43609,,,133,420,33,11,4,11,11,8,8,0,1,12,100,0,35,19051,Charged Off
11426941,CA,10392,,,RENT,93.75,2425,other, 36 months,22.90%,1000,,,,43,5,5,0,,6,0,4,0,2,5,0,0,7,5001,Fully Paid
100095233,PA,58000,2 years,Correctional Officer,RENT,194.26,6200,debt_consolidation, 36 months,7.99%,9830,5,2677,85,87,29,2,0,,3,28,5,0,1,8,0,0,35,78643,Fully Paid
43295308,KY,50000,3 years,RN ,MORTGAGE,266.17,8250,debt_consolidation, 36 months,9.99%,10811,,,168,235,18,13,2,,4,4,5,0,0,7,0,0,15,30568,Fully Paid
149878299,VA,250000,2 years,Chief Academic Officer ,MORTGAGE,1045.62,29575,debt_consolidation, 36 months,16.40%,59335,5,5496,141,128,7,4,4,8,3,24,7,0,5,17,33.3,0,38,242611,Fully Paid
97257333,CA,108000,< 1 year,Business Development,RENT,1466.04,40000,debt_consolidation, 36 months,18.99%,6432,2,5577,141,150,8,8,0,31,11,10,10,0,2,13,75,0,25,83614,Charged Off
42384220,CA,45000,3 years,Manager,RENT,295.02,9600,vacation, 36 months,6.68%,268,,,174,118,10,10,0,,20,4,9,0,3,10,0,0,26,2413,Fully Paid
72544557,MO,24000,5 years,Dairy Manager,RENT,54.77,1450,other, 36 months,21.18%,6136,10,4629,22,208,6,6,0,,2,4,4,0,6,7,50,0,8,42951,Fully Paid
85648541,CA,65000,< 1 year,GIS Specialist,RENT,325.69,14000,credit_card, 60 months,13.99%,7778,1,5488,104,169,42,6,0,5,8,22,7,1,1,10,75,0,38,77777,Fully Paid
67328293,TX,45000,10+ years,Supervisor,MORTGAGE,68.04,2000,other, 36 months,13.67%,1177,1,2470,119,125,10,10,0,5,6,7,11,0,2,12,100,0,24,14124,Charged Off
